"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","58","QASE-10 - [Integration] Verify daily cron job runs at 5:30 AM PST/PDT","Chromium","Wed Nov 12 10:43:50 UTC 2025","failed","Wed Nov 12 10:43:51 UTC 2025","","tests/generated/QASE-10--Integration--Verify-daily-cron-job-runs-at-5-30-AM-PST-PDT.spec.ts","",""
"","56","QASE-247 - [Smoke]-Referral List loads successfully with expected filter options","Chromium","Wed Nov 12 10:44:02 UTC 2025","failed","Wed Nov 12 10:44:02 UTC 2025","","tests/generated/QASE-247--Smoke--Referral-List-loads-successfully-with-expected-filter-options.spec.ts","",""
"","56","QASE-1 - [Functional] Display referral list with correct columns","Chromium","Wed Nov 12 10:43:50 UTC 2025","failed","Wed Nov 12 10:43:50 UTC 2025","","tests/generated/QASE-1--Functional--Display-referral-list-with-correct-columns.spec.ts","",""
"","50","TC_RF_014 - Verify payer dropdown options are unique","Chromium","Wed Nov 12 10:43:56 UTC 2025","failed","Wed Nov 12 10:43:56 UTC 2025","","referrals.spec.ts","",""
"","49","TC_RF_013 - Verify clearing payer filter resets the table","Chromium","Wed Nov 12 10:43:55 UTC 2025","failed","Wed Nov 12 10:43:55 UTC 2025","","referrals.spec.ts","",""
"","51","TC_RF_003 - Verify referral table loads with rows","Chromium","Wed Nov 12 10:43:51 UTC 2025","failed","Wed Nov 12 10:43:51 UTC 2025","","referrals.spec.ts","",""
"","57","Perform Google login and save session","Chromium","Wed Nov 12 10:43:49 UTC 2025","failed","Wed Nov 12 10:43:49 UTC 2025","","login.spec.ts","",""
"","52","TC_RF_005 - Search by patient name filters results","Chromium","Wed Nov 12 10:43:53 UTC 2025","failed","Wed Nov 12 10:43:53 UTC 2025","","referrals.spec.ts","",""
"","49","QASE-18 - [Smoke]-Close button dismisses patient detail popup","Chromium","Wed Nov 12 10:43:56 UTC 2025","failed","Wed Nov 12 10:43:56 UTC 2025","","tests/generated/QASE-18--Smoke--Close-button-dismisses-patient-detail-popup.spec.ts","",""
"","44","QASE-9 - [UI/UX] Verify 'Last Sync' timestamp and Sync Now button","Chromium","Wed Nov 12 10:44:08 UTC 2025","failed","Wed Nov 12 10:44:08 UTC 2025","","tests/generated/QASE-9--UI-UX--Verify--Last-Sync--timestamp-and-Sync-Now-button.spec.ts","",""
"","53","QASE-20 - [Smoke] Open patient details popup on row click","Chromium","Wed Nov 12 10:43:59 UTC 2025","failed","Wed Nov 12 10:43:59 UTC 2025","","tests/generated/QASE-20--Smoke--Open-patient-details-popup-on-row-click.spec.ts","",""
"","52","QASE-285 - Sync Now > Failed message","Chromium","Wed Nov 12 10:44:05 UTC 2025","failed","Wed Nov 12 10:44:05 UTC 2025","","tests/generated/QASE-285-Sync-Now---Failed-message.spec.ts","",""
"","55","QASE-244 - Referral Type > Access to Admin & Super admin","Chromium","Wed Nov 12 10:44:02 UTC 2025","failed","Wed Nov 12 10:44:02 UTC 2025","","tests/generated/QASE-244-Referral-Type---Access-to-Admin---Super-admin.spec.ts","",""
"","50","QASE-16 - [Smoke]-Schedule popup appears after clicking Schedule Appointment","Chromium","Wed Nov 12 10:43:55 UTC 2025","failed","Wed Nov 12 10:43:55 UTC 2025","","tests/generated/QASE-16--Smoke--Schedule-popup-appears-after-clicking-Schedule-Appointment.spec.ts","",""
"","51","QASE-243 - ""Select Referral Type"" > Ensuring no issues with other filter combinations","Chromium","Wed Nov 12 10:44:01 UTC 2025","failed","Wed Nov 12 10:44:01 UTC 2025","","tests/generated/QASE-243--Select-Referral-Type----Ensuring-no-issues-with-other-filter-combinations.spec.ts","",""
"","53","QASE-15 - [Smoke]-Successful patient creation","Chromium","Wed Nov 12 10:43:54 UTC 2025","failed","Wed Nov 12 10:43:54 UTC 2025","","tests/generated/QASE-15--Smoke--Successful-patient-creation.spec.ts","",""
"","55","QASE-14 - [Smoke]-Create Patient button is visible if patient does not exist in Healthie","Chromium","Wed Nov 12 10:43:53 UTC 2025","failed","Wed Nov 12 10:43:53 UTC 2025","","tests/generated/QASE-14--Smoke--Create-Patient-button-is-visible-if-patient-does-not-exist-in-Healthie.spec.ts","",""
"","59","QASE-301 - [Functional] Display filters with correct sequence & options","Chromium","Wed Nov 12 10:44:06 UTC 2025","failed","Wed Nov 12 10:44:06 UTC 2025","","tests/generated/QASE-301--Functional--Display-filters-with-correct-sequence---options.spec.ts","",""
"","55","QASE-2 - [Functional] Create Patient button appears for new referrals","Chromium","Wed Nov 12 10:43:58 UTC 2025","failed","Wed Nov 12 10:43:58 UTC 2025","","tests/generated/QASE-2--Functional--Create-Patient-button-appears-for-new-referrals.spec.ts","",""
"","50","DEBUG - Locate Select Payer dropdown","Chromium","Wed Nov 12 10:43:57 UTC 2025","failed","Wed Nov 12 10:43:57 UTC 2025","","referrals.spec.ts","",""
"","48","QASE-299 - Sync Now > Disable button during sync with loading state & disabled cursor","Chromium","Wed Nov 12 10:44:05 UTC 2025","failed","Wed Nov 12 10:44:05 UTC 2025","","tests/generated/QASE-299-Sync-Now---Disable-button-during-sync-with-loading-state---disabled-cursor.spec.ts","",""
"","68","QASE-237 - Referral Type column > type of referrals in column","Chromium","Wed Nov 12 10:43:59 UTC 2025","failed","Wed Nov 12 10:43:59 UTC 2025","","tests/generated/QASE-237-Referral-Type-column---type-of-referrals-in-column.spec.ts","",""
"","49","TC_RF_004 - Schedule Appointment button opens modal","Chromium","Wed Nov 12 10:43:52 UTC 2025","failed","Wed Nov 12 10:43:52 UTC 2025","","referrals.spec.ts","",""
"","58","QASE-6 - [Negative] Fail to create patient if required fields are missing","Chromium","Wed Nov 12 10:44:07 UTC 2025","failed","Wed Nov 12 10:44:07 UTC 2025","","tests/generated/QASE-6--Negative--Fail-to-create-patient-if-required-fields-are-missing.spec.ts","",""
"","59","QASE-240 - Referral Type filter drop down > Heading","Chromium","Wed Nov 12 10:44:00 UTC 2025","failed","Wed Nov 12 10:44:00 UTC 2025","","tests/generated/QASE-240-Referral-Type-filter-drop-down---Heading.spec.ts","",""
"","53","TC_RF_002 - Verify filter controls are visible","Chromium","Wed Nov 12 10:43:51 UTC 2025","failed","Wed Nov 12 10:43:51 UTC 2025","","referrals.spec.ts","",""
"","47","DEBUG - Find Select Payer dropdown locator","Chromium","Wed Nov 12 10:43:57 UTC 2025","failed","Wed Nov 12 10:43:57 UTC 2025","","referrals.spec.ts","",""
"","50","QASE-8 - [Edge] No referral data returns empty table message","Chromium","Wed Nov 12 10:44:08 UTC 2025","failed","Wed Nov 12 10:44:08 UTC 2025","","tests/generated/QASE-8--Edge--No-referral-data-returns-empty-table-message.spec.ts","",""
"","51","QASE-17 - [Smoke]-Appointment scheduled with valid inputs","Chromium","Wed Nov 12 10:43:56 UTC 2025","failed","Wed Nov 12 10:43:56 UTC 2025","","tests/generated/QASE-17--Smoke--Appointment-scheduled-with-valid-inputs.spec.ts","",""
"","54","QASE-19 - [Smoke]-Verify all appointment types are available in dropdown","Chromium","Wed Nov 12 10:43:57 UTC 2025","failed","Wed Nov 12 10:43:57 UTC 2025","","tests/generated/QASE-19--Smoke--Verify-all-appointment-types-are-available-in-dropdown.spec.ts","",""
"","49","DEBUG - Inspect Select Payer dropdown structure","Chromium","Wed Nov 12 10:43:58 UTC 2025","failed","Wed Nov 12 10:43:58 UTC 2025","","referrals.spec.ts","",""
"","52","QASE-3 - [Functional] Schedule button appears for existing patients","Chromium","Wed Nov 12 10:44:06 UTC 2025","failed","Wed Nov 12 10:44:06 UTC 2025","","tests/generated/QASE-3--Functional--Schedule-button-appears-for-existing-patients.spec.ts","",""
"","51","QASE-7 - [Integration] Sync Now updates referral list from Monday.com","Chromium","Wed Nov 12 10:44:08 UTC 2025","failed","Wed Nov 12 10:44:08 UTC 2025","","tests/generated/QASE-7--Integration--Sync-Now-updates-referral-list-from-Monday.com.spec.ts","",""
"","54","QASE-252 - ""Select Payer"" > deselect single and all options","Chromium","Wed Nov 12 10:44:04 UTC 2025","failed","Wed Nov 12 10:44:04 UTC 2025","","tests/generated/QASE-252--Select-Payer----deselect-single-and-all-options.spec.ts","",""
"","52","QASE-12 - [Smoke]-Sync Now button fetches latest referrals","Chromium","Wed Nov 12 10:43:52 UTC 2025","failed","Wed Nov 12 10:43:52 UTC 2025","","tests/generated/QASE-12--Smoke--Sync-Now-button-fetches-latest-referrals.spec.ts","",""
"","59","QASE-241 - ""Select Referral Type"" > drop down options","Chromium","Wed Nov 12 10:44:00 UTC 2025","failed","Wed Nov 12 10:44:00 UTC 2025","","tests/generated/QASE-241--Select-Referral-Type----drop-down-options.spec.ts","",""
"","55","QASE-251 - ""Select Payer"" > filter drop down supports multi-select and displays correct options","Chromium","Wed Nov 12 10:44:04 UTC 2025","failed","Wed Nov 12 10:44:04 UTC 2025","","tests/generated/QASE-251--Select-Payer----filter-drop-down-supports-multi-select-and-displays-correct-options.spec.ts","",""
"","49","QASE-246 - Referral Type column > Placement","Chromium","Wed Nov 12 10:44:02 UTC 2025","failed","Wed Nov 12 10:44:02 UTC 2025","","tests/generated/QASE-246-Referral-Type-column---Placement.spec.ts","",""
"","48","TC_RF_011 - Verify Select Payer dropdown is visible and functional","Chromium","Wed Nov 12 10:43:54 UTC 2025","failed","Wed Nov 12 10:43:54 UTC 2025","","referrals.spec.ts","",""
